prodcodeid	dmdid	bnfcode	readcode	termfromemis	dmdproductdescription	bnfname	productname	readcode_desc	dmdlevel	vpid	atc	formulation	routeofadministration	drugsubstancename	substancestrength	category
20041000033117	3293111000001105	0301011R0BKADAD	NA	aerolin 100micrograms/dose autohaler (3m health care ltd)	aerolin 100micrograms/dose autohaler (3m health care ltd)	aerolin 100micrograms/dose autohaler	aerolin 100micrograms/dose autohaler	NA	AMP	35936411000001109	R03AC02	pressurised inhalation	inhalation	salbutamol sulfate	100.000microgram/1.000dose	saba
20141000033118	3604911000001105	0302000C0BEAAAS	NA	aerobec 50 autohaler (meda pharmaceuticals ltd)	aerobec 50 autohaler (meda pharmaceuticals ltd)	aerobec 50 autohaler	aerobec 50 autohaler	NA	AMP	35909211000001109	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	50.000microgram/1.000dose	ics
20241000033113	3182411000001107	0302000C0BEABAU	NA	aerobec forte 250 autohaler (meda pharmaceuticals ltd)	aerobec forte 250 autohaler (meda pharmaceuticals ltd)	aerobec forte 250 autohaler	aerobec forte 250 autohaler	NA	AMP	35908611000001102	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	250.000microgram/1.000dose	ics
20341000033115	3181411000001102	0302000C0BEACAT	NA	aerobec 100 autohaler (meda pharmaceuticals ltd)	aerobec 100 autohaler (meda pharmaceuticals ltd)	aerobec 100 autohaler	aerobec 100 autohaler	NA	AMP	35907811000001102	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	100.000microgram/1.000dose	ics
2067541000033118	398511000001105	0302000N0BBAYBA	NA	flixotide 125micrograms/dose evohaler (glaxosmithkline uk ltd)	flixotide 125micrograms/dose evohaler (glaxosmithkline uk ltd)	flixotide 125micrograms/dose evohaler	flixotide 125micrograms/dose evohaler	NA	AMP	39111211000001103	R03BA05	pressurised inhalation	inhalation	fluticasone propionate	125.000microgram/1.000dose	ics
2067641000033117	2831211000001109	0302000N0BBBABC	NA	flixotide 250micrograms/dose evohaler (glaxosmithkline uk ltd)	flixotide 250micrograms/dose evohaler (glaxosmithkline uk ltd)	flixotide 250micrograms/dose evohaler	flixotide 250micrograms/dose evohaler	NA	AMP	39111411000001104	R03BA05	pressurised inhalation	inhalation	fluticasone propionate	250.000microgram/1.000dose	ics
2067741000033114	39111211000001103	0302000N0AABABA	NA	fluticasone 125micrograms/dose inhaler cfc free	fluticasone 125micrograms/dose inhaler cfc free	fluticasone 125micrograms/dose inhaler cfc free	fluticasone 125micrograms/dose inhaler cfc free	NA	VMP	39111211000001103	R03BA05	pressurised inhalation	inhalation	fluticasone propionate	125.000microgram/1.000dose	ics
2067841000033116	39111411000001104	0302000N0AABCBC	NA	fluticasone 250micrograms/dose inhaler cfc free	fluticasone 250micrograms/dose inhaler cfc free	fluticasone 250micrograms/dose inhaler cfc free	fluticasone 250micrograms/dose inhaler cfc free	NA	VMP	39111411000001104	R03BA05	pressurised inhalation	inhalation	fluticasone propionate	250.000microgram/1.000dose	ics
2086541000033119	106511000001103	0301011R0BIAFAP	NA	salamol 100micrograms/dose inhaler cfc free (teva uk ltd)	salamol 100micrograms/dose inhaler cfc free (teva uk ltd)	salamol 100micrograms/dose inhaler cfc free (teva)	salamol 100micrograms/dose inhaler cfc free	NA	AMP	39113611000001102	R03AC02	pressurised inhalation	inhalation	salbutamol sulfate	100.000microgram/1.000dose	saba
2104241000033119	2849311000001101	0501030I0BCABAA	e75E.	doxylar 50mg capsules (sandoz ltd)	doxylar 50mg capsules (sandoz ltd)	doxylar 50mg capsules	doxylar 50mg capsules	doxylar 50mg capsules	AMP	324070004	J01AA02	capsule	oral	doxycycline hyclate	50.000mg	abx
2104341000033112	2853411000001108	0501030I0BCAAAB	e752.	doxylar 100mg capsules (sandoz ltd)	doxylar 100mg capsules (sandoz ltd)	doxylar 100mg capsules	doxylar 100mg capsules	doxylar 100mg capsules	AMP	324059006	J01AA02	capsule	oral	doxycycline hyclate	100.000mg	abx
2147241000033117	453611000001102	0302000N0BCADBE	c1D4.	seretide 50 evohaler (glaxosmithkline uk ltd)	seretide 50 evohaler (glaxosmithkline uk ltd)	seretide 50 evohaler	seretide 50 evohaler	seretide 50 evohaler	AMP	39111011000001108	R03AK06	pressurised inhalation	inhalation	fluticasone propionate/ salmeterol xinafoate	50.000microgram/1.000dose + 25.000microgram/1.000dose	laba-ics
2147341000033110	810211000001105	0302000N0BCAEBF	c1D5.	seretide 125 evohaler (glaxosmithkline uk ltd)	seretide 125 evohaler (glaxosmithkline uk ltd)	seretide 125 evohaler	seretide 125 evohaler	seretide 125 evohaler	AMP	39111111000001109	R03AK06	pressurised inhalation	inhalation	fluticasone propionate/ salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	laba-ics
2147441000033116	539811000001106	0302000N0BCAFBG	c1D6.	seretide 250 evohaler (glaxosmithkline uk ltd)	seretide 250 evohaler (glaxosmithkline uk ltd)	seretide 250 evohaler	seretide 250 evohaler	seretide 250 evohaler	AMP	39111311000001106	R03AK06	pressurised inhalation	inhalation	fluticasone propionate/ salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	laba-ics
2148441000033115	39110911000001100	0302000N0AABHBH	NA	fluticasone 50micrograms/dose inhaler cfc free	fluticasone 50micrograms/dose inhaler cfc free	fluticasone 50micrograms/dose inhaler cfc free	fluticasone 50micrograms/dose inhaler cfc free	NA	VMP	39110911000001100	R03BA05	pressurised inhalation	inhalation	fluticasone propionate	50.000microgram/1.000dose	ics
2148541000033119	726611000001102	0302000N0BBBBBH	NA	flixotide 50micrograms/dose evohaler (glaxosmithkline uk ltd)	flixotide 50micrograms/dose evohaler (glaxosmithkline uk ltd)	flixotide 50micrograms/dose evohaler	flixotide 50micrograms/dose evohaler	NA	AMP	39110911000001100	R03BA05	pressurised inhalation	inhalation	fluticasone propionate	50.000microgram/1.000dose	ics
2174141000033117	35937211000001107	0301011R0AAAFAF	NA	salbutamol 95micrograms/dose dry powder inhaler	salbutamol 95micrograms/dose dry powder inhaler	salbutamol 95micrograms/dose dry powder inhaler	salbutamol 95micrograms/dose dry powder inhaler	NA	VMP	35937211000001107	R03AC02	inhalation powder	inhalation	salbutamol sulfate	95.000microgram/1.000dose	saba
2186941000033119	29011000001102	0501013K0BCAAAA	NA	amiclav 250mg/125mg tablets (ashbourne pharmaceuticals ltd)	amiclav 250mg/125mg tablets (ashbourne pharmaceuticals ltd)	amiclav 250mg/125mg tablets	amiclav 250mg/125mg tablets	NA	AMP	39732111000001101	J01CR02	tablet	oral	amoxicillin trihydrate/ potassium clavulanate	250.000mg + 125.000mg	abx
2193041000033114	2853611000001106	0501030I0BLAAAB	NA	vibrox 100mg capsules (kent pharma (uk) ltd)	vibrox 100mg capsules (kent pharma (uk) ltd)	vibrox 100mg capsules	vibrox 100mg capsules	NA	AMP	324059006	J01AA02	capsule	oral	doxycycline hyclate	100.000mg	abx
219741000033111	39735111000001108	0501021A0AAAEAE	e618.	cefaclor 500mg capsules	cefaclor 500mg capsules	cefaclor 500mg capsules	cefaclor 500mg capsules	cefaclor 500mg capsules	VMP	39735111000001108	J01DC04	capsule	oral	cefaclor monohydrate	500.000mg	abx
220441000033115	39735011000001107	0501021A0AAAAAA	e614.	cefaclor 250mg capsules	cefaclor 250mg capsules	cefaclor 250mg capsules	cefaclor 250mg capsules	cefaclor 250mg capsules	VMP	39735011000001107	J01DC04	capsule	oral	cefaclor monohydrate	250.000mg	abx
220941000033113	904711000001102	0501021L0BBAAAA	e698.	ceporex 250mg capsules (strides pharma uk ltd)	ceporex 250mg capsules (strides pharma uk ltd)	ceporex 250mg capsules	ceporex 250mg capsules	ceporex 250mg capsules	AMP	39735311000001105	J01DB01	capsule	oral	cefalexin	250.000mg	abx
221041000033115	343411000001108	0501021L0BBABAB	e699.	ceporex 500mg capsules (strides pharma uk ltd)	ceporex 500mg capsules (strides pharma uk ltd)	ceporex 500mg capsules	ceporex 500mg capsules	ceporex 500mg capsules	AMP	39694811000001102	J01DB01	capsule	oral	cefalexin	500.000mg	abx
22741000033118	597011000001101	0301011R0BMAAAP	NA	airomir 100micrograms/dose inhaler (teva uk ltd)	airomir 100micrograms/dose inhaler (teva uk ltd)	airomir 100micrograms/dose inhaler	airomir 100micrograms/dose inhaler	NA	AMP	39113611000001102	R03AC02	pressurised inhalation	inhalation	salbutamol sulfate	100.000microgram/1.000dose	saba
227741000033114	36134211000001100	0501021A0AAAGAG	NA	cefaclor 375mg modified-release tablets	cefaclor 375mg modified-release tablets	cefaclor 375mg modified-release tablets	cefaclor 375mg modified-release tablets	NA	VMP	36134211000001100	J01DC04	modified-release tablet	oral	cefaclor monohydrate	375.000mg	abx
228941000033111	323874002	0501021K0AAADAD	NA	cefuroxime 125mg granules sachets	cefuroxime 125mg granules sachets	cefuroxime 125mg granules sachets	cefuroxime 125mg granules sachets	NA	VMP	323874002	J01DC02	granules	oral	cefuroxime axetil	125.000mg	abx
2290741000033117	139811000001101	0501013K0BDAAAA	NA	ranclav 375mg tablets (ranbaxy (uk) ltd)	ranclav 375mg tablets (ranbaxy (uk) ltd)	ranclav 375mg tablets	ranclav 375mg tablets	NA	AMP	39732111000001101	J01CR02	tablet	oral	amoxicillin trihydrate/ potassium clavulanate	250.000mg + 125.000mg	abx
2290841000033110	57911000001109	0501013K0BDABAJ	NA	ranclav 625mg tablets (ranbaxy (uk) ltd)	ranclav 625mg tablets (ranbaxy (uk) ltd)	ranclav 625mg tablets	ranclav 625mg tablets	NA	AMP	39732211000001107	J01CR02	tablet	oral	amoxicillin trihydrate/ potassium clavulanate	500.000mg + 125.000mg	abx
2290941000033119	618111000001108	0501013K0BDADAD	NA	ranclav 125mg/31mg/5ml sf oral suspension (ranbaxy (uk) ltd)	ranclav 125mg/31mg/5ml sf oral suspension (ranbaxy (uk) ltd)	ranclav 125mg/31mg/5ml sf oral suspension	ranclav 125mg/31mg/5ml sf oral suspension	NA	AMP	36565811000001104	J01CR02	oral suspension	oral	amoxicillin trihydrate/ potassium clavulanate	25.000mg/1.000ml + 6.250mg/1.000ml	abx
2291041000033112	451111000001109	0501013K0BDACAG	NA	ranclav 250mg/62mg/5ml sf oral suspension (ranbaxy (uk) ltd)	ranclav 250mg/62mg/5ml sf oral suspension (ranbaxy (uk) ltd)	ranclav 250mg/62mg/5ml sf oral suspension	ranclav 250mg/62mg/5ml sf oral suspension	NA	AMP	37083611000001104	J01CR02	oral suspension	oral	amoxicillin trihydrate/ potassium clavulanate	50.000mg/1.000ml + 12.500mg/1.000ml	abx
230041000033114	36134411000001101	0501021C0AAABAB	NA	cefixime 100mg/5ml oral suspension	cefixime 100mg/5ml oral suspension	cefixime 100mg/5ml oral suspension	cefixime 100mg/5ml oral suspension	NA	VMP	36134411000001101	J01DD08	oral suspension	oral	cefixime	20.000mg/1.000ml	abx
230141000033113	323872003	0501021K0AAACAC	NA	cefuroxime 125mg/5ml oral suspension	cefuroxime 125mg/5ml oral suspension	cefuroxime 125mg/5ml oral suspension	cefuroxime 125mg/5ml oral suspension	NA	VMP	323872003	J01DC02	oral suspension	oral	cefuroxime axetil	25.000mg/1.000ml	abx
230741000033112	36134011000001105	0501021A0AAAJAJ	NA	cefaclor 125mg/5ml oral suspension sugar free	cefaclor 125mg/5ml oral suspension sugar free	cefaclor 125mg/5ml oral suspension sugar free	cefaclor 125mg/5ml oral suspension sugar free	NA	VMP	36134011000001105	J01DC04	oral suspension	oral	cefaclor monohydrate	25.000mg/1.000ml	abx
230841000033119	36134111000001106	0501021A0AAAKAK	NA	cefaclor 250mg/5ml oral suspension sugar free	cefaclor 250mg/5ml oral suspension sugar free	cefaclor 250mg/5ml oral suspension sugar free	cefaclor 250mg/5ml oral suspension sugar free	NA	VMP	36134111000001106	J01DC04	oral suspension	oral	cefaclor monohydrate	50.000mg/1.000ml	abx
230941000033110	323792004	0501021A0AAABAB	NA	cefaclor 125mg/5ml oral suspension	cefaclor 125mg/5ml oral suspension	cefaclor 125mg/5ml oral suspension	cefaclor 125mg/5ml oral suspension	NA	VMP	323792004	J01DC04	oral suspension	oral	cefaclor monohydrate	25.000mg/1.000ml	abx
231741000033119	323793009	0501021A0AAACAC	NA	cefaclor 250mg/5ml oral suspension	cefaclor 250mg/5ml oral suspension	cefaclor 250mg/5ml oral suspension	cefaclor 250mg/5ml oral suspension	NA	VMP	323793009	J01DC04	oral suspension	oral	cefaclor monohydrate	50.000mg/1.000ml	abx
232341000033112	96011000001104	0501021L0BBAHAC	e69f.	ceporex 125mg/5ml syrup (strides pharma uk ltd)	ceporex 125mg/5ml syrup (strides pharma uk ltd)	ceporex 125mg/5ml syrup	ceporex 125mg/5ml syrup	ceporex 125mg/5ml syrup	AMP	323887008	J01DB01	oral suspension	oral	cefalexin	25.000mg/1.000ml	abx
232441000033118	875311000001101	0501021L0BBAIAD	e69g.	ceporex 250mg/5ml syrup (strides pharma uk ltd)	ceporex 250mg/5ml syrup (strides pharma uk ltd)	ceporex 250mg/5ml syrup	ceporex 250mg/5ml syrup	ceporex 250mg/5ml syrup	AMP	323888003	J01DB01	oral suspension	oral	cefalexin	50.000mg/1.000ml	abx
232541000033117	3234011000001103	0501021L0BBAJAE	e69h.	ceporex 500mg/5ml syrup (strides pharma uk ltd)	ceporex 500mg/5ml syrup (strides pharma uk ltd)	ceporex 500mg/5ml syrup	ceporex 500mg/5ml syrup	ceporex 500mg/5ml syrup	AMP	36134311000001108	J01DB01	oral suspension	oral	cefalexin	100.000mg/1.000ml	abx
232741000033113	323973007	0501021C0AAAAAA	e6h1.	cefixime 200mg tablets	cefixime 200mg tablets	cefixime 200mg tablets	cefixime 200mg tablets	cefixime 200mg tablets	VMP	323973007	J01DD08	tablet	oral	cefixime	200.000mg	abx
233041000033118	39694611000001101	0501021K0AAABAB	e687.	cefuroxime 250mg tablets	cefuroxime 250mg tablets	cefuroxime 250mg tablets	cefuroxime 250mg tablets	cefuroxime 250mg tablets	VMP	39694611000001101	J01DC02	tablet	oral	cefuroxime axetil	250.000mg	abx
235141000033115	474311000001107	0501021L0BBACAG	e69a.	ceporex 250mg tablets (strides pharma uk ltd)	ceporex 250mg tablets (strides pharma uk ltd)	ceporex 250mg tablets	ceporex 250mg tablets	ceporex 250mg tablets	AMP	39684111000001105	J01DB01	tablet	oral	cefalexin	250.000mg	abx
235241000033110	471811000001100	0501021L0BBADAH	e69b.	ceporex 500mg tablets (strides pharma uk ltd)	ceporex 500mg tablets (strides pharma uk ltd)	ceporex 500mg tablets	ceporex 500mg tablets	ceporex 500mg tablets	AMP	39735911000001106	J01DB01	tablet	oral	cefalexin	500.000mg	abx
235441000033111	39684511000001101	0501021K0AAAAAA	e686.	cefuroxime 125mg tablets	cefuroxime 125mg tablets	cefuroxime 125mg tablets	cefuroxime 125mg tablets	cefuroxime 125mg tablets	VMP	39684511000001101	J01DC02	tablet	oral	cefuroxime axetil	125.000mg	abx
2509341000033118	NA	NA	NA	*prednisolone tablets	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ocs
2509441000033112	NA	NA	NA	*prednisolone granules	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ocs
2509541000033113	NA	NA	NA	*prednisolone liquid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ocs
2509641000033114	NA	NA	NA	*prednisolone powder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ocs
2509741000033117	NA	NA	NA	*prednisolone pills (sucrose)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ocs
258741000033114	417611000001101	0501120L0BBABAF	eg64.	ciproxin 500mg tablets (bayer plc)	ciproxin 500mg tablets (bayer plc)	ciproxin 500mg tablets	ciproxin 500mg tablets	ciproxin 500mg tablets	AMP	39687811000001107	J01MA02	tablet	oral	ciprofloxacin hydrochloride	500.000mg	abx
2587541000033118	3294211000001101	0302000K0BDAAAL	c671.	symbicort 100/6 turbohaler (astrazeneca uk ltd)	symbicort 100/6 turbohaler (astrazeneca uk ltd)	symbicort 100/6 turbohaler	symbicort 100/6 turbohaler	symbicort 100/6 turbohaler	AMP	35912011000001109	R03AK07	inhalation powder	inhalation	budesonide/ formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	laba-ics
2587641000033117	3294611000001104	0302000K0BDABAM	c672.	symbicort 200/6 turbohaler (astrazeneca uk ltd)	symbicort 200/6 turbohaler (astrazeneca uk ltd)	symbicort 200/6 turbohaler	symbicort 200/6 turbohaler	symbicort 200/6 turbohaler	AMP	38896811000001103	R03AK07	inhalation powder	inhalation	budesonide/ formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	laba-ics
2588241000033119	3215311000001107	0301011R0BIAGBU	NA	salamol 100micrograms/dose easi-breathe inhaler (teva uk ltd)	salamol 100micrograms/dose easi-breathe inhaler (teva uk ltd)	salamol 100micrograms/dose easi-breathe inhaler	salamol 100micrograms/dose easi-breathe inhaler	NA	AMP	39112711000001103	R03AC02	pressurised inhalation	inhalation	salbutamol sulfate	100.000microgram/1.000dose	saba
258841000033116	39687811000001107	0501120L0AAAFAF	eg6w.	ciprofloxacin 500mg tablets	ciprofloxacin 500mg tablets	ciprofloxacin 500mg tablets	ciprofloxacin 500mg tablets	ciprofloxacin 500mg tablets	VMP	39687811000001107	J01MA02	tablet	oral	ciprofloxacin hydrochloride	500.000mg	abx
258941000033112	661311000001104	0501120L0BBADAJ	eg65.	ciproxin 750mg tablets (bayer plc)	ciproxin 750mg tablets (bayer plc)	ciproxin 750mg tablets	ciproxin 750mg tablets	ciproxin 750mg tablets	AMP	39687011000001101	J01MA02	tablet	oral	ciprofloxacin hydrochloride	750.000mg	abx
259041000033115	39687011000001101	0501120L0AAAJAJ	eg6v.	ciprofloxacin 750mg tablets	ciprofloxacin 750mg tablets	ciprofloxacin 750mg tablets	ciprofloxacin 750mg tablets	ciprofloxacin 750mg tablets	VMP	39687011000001101	J01MA02	tablet	oral	ciprofloxacin hydrochloride	750.000mg	abx
259341000033118	39686211000001109	0501120L0AAAGAG	eg67.	ciprofloxacin 100mg tablets	ciprofloxacin 100mg tablets	ciprofloxacin 100mg tablets	ciprofloxacin 100mg tablets	ciprofloxacin 100mg tablets	VMP	39686211000001109	J01MA02	tablet	oral	ciprofloxacin hydrochloride	100.000mg	abx
259441000033112	162511000001103	0501120L0BBACAG	NA	ciproxin 100mg tablets (bayer plc)	ciproxin 100mg tablets (bayer plc)	ciproxin 100mg tablets	ciproxin 100mg tablets	NA	AMP	39686211000001109	J01MA02	tablet	oral	ciprofloxacin hydrochloride	100.000mg	abx
259641000033114	455911000001109	0501120L0BBAAAA	eg61.	ciproxin 250mg tablets (bayer plc)	ciproxin 250mg tablets (bayer plc)	ciproxin 250mg tablets	ciproxin 250mg tablets	ciproxin 250mg tablets	AMP	39687511000001109	J01MA02	tablet	oral	ciprofloxacin hydrochloride	250.000mg	abx
260241000033112	39687511000001109	0501120L0AAAAAA	eg6x.	ciprofloxacin 250mg tablets	ciprofloxacin 250mg tablets	ciprofloxacin 250mg tablets	ciprofloxacin 250mg tablets	ciprofloxacin 250mg tablets	VMP	39687511000001109	J01MA02	tablet	oral	ciprofloxacin hydrochloride	250.000mg	abx
2617541000033112	869711000001109	0501021A0BEAAAG	NA	bacticlor mr 375mg tablets (ranbaxy (uk) ltd)	bacticlor mr 375mg tablets (ranbaxy (uk) ltd)	bacticlor mr 375mg tablets	bacticlor mr 375mg tablets	NA	AMP	36134211000001100	J01DC04	modified-release tablet	oral	cefaclor monohydrate	375.000mg	abx
